Order_ID,Order_Date,Product_Category,Product_Name,Customer_Segment,Review_Text,Rating,Sentiment_Score,Sentiment_Label,Response_Status
ORD-1435,2025-06-25,Home & Kitchen,Product_23,Corporate,"Amazing quality, fast shipping!",5,0.97,Positive,Pending
ORD-1436,2025-07-21,Fashion,Product_14,Corporate,"Arrived on time, works as expected.",3,0.32,Neutral,Replied
ORD-1437,2025-11-27,Fashion,Product_45,Consumer,Worst purchase ever.,1,-0.76,Negative,Replied
ORD-1438,2025-07-01,Sports,Product_42,Consumer,"Amazing quality, fast shipping!",5,0.77,Positive,Pending
ORD-1439,2025-07-11,Electronics,Product_31,Consumer,Does not match the description.,2,-0.51,Negative,Replied
ORD-1440,2025-06-24,Home & Kitchen,Product_29,Small Business,Does not match the description.,2,-0.99,Negative,Pending
ORD-1441,2025-10-03,Electronics,Product_36,Consumer,It's okay for the price.,3,-0.03,Neutral,Replied
ORD-1442,2025-12-24,Electronics,Product_31,Corporate,Very poor customer service.,2,-0.62,Negative,Pending
ORD-1443,2025-08-17,Sports,Product_28,Corporate,Worst purchase ever.,2,-0.82,Negative,Pending
ORD-1444,2025-06-07,Fashion,Product_5,Consumer,Decent quality.,3,0.36,Neutral,Replied
ORD-1445,2025-03-15,Electronics,Product_4,Corporate,Very poor customer service.,2,-0.89,Negative,Pending
ORD-1446,2025-09-27,Home & Kitchen,Product_38,Small Business,Worst purchase ever.,2,-0.99,Negative,Pending
ORD-1447,2025-03-28,Sports,Product_47,Small Business,Does not match the description.,2,-0.57,Negative,Replied
ORD-1448,2025-05-06,Home & Kitchen,Product_33,Corporate,"Average product, nothing special.",3,0.14,Neutral,Pending
ORD-1449,2025-12-23,Electronics,Product_42,Small Business,Worst purchase ever.,1,-0.6,Negative,Pending
ORD-1450,2025-06-19,Electronics,Product_13,Small Business,Perfect fit and great color.,5,0.89,Positive,Pending
ORD-1451,2025-08-06,Electronics,Product_20,Consumer,"Average product, nothing special.",3,0.23,Neutral,Replied
ORD-1452,2025-11-24,Electronics,Product_10,Corporate,Perfect fit and great color.,5,0.79,Positive,Pending
ORD-1453,2025-08-31,Beauty,Product_16,Small Business,Will definitely buy again.,4,0.83,Positive,Pending
ORD-1454,2025-06-13,Fashion,Product_28,Corporate,Perfect fit and great color.,4,0.52,Positive,Replied
ORD-1455,2025-10-21,Sports,Product_8,Corporate,Broken on arrival.,2,-0.68,Negative,Replied
ORD-1456,2025-07-04,Beauty,Product_40,Consumer,Exceeded my expectations.,4,0.51,Positive,Pending
ORD-1457,2025-10-23,Electronics,Product_10,Consumer,It's okay for the price.,3,0.25,Neutral,Replied
ORD-1458,2025-01-23,Beauty,Product_4,Consumer,Exceeded my expectations.,5,0.93,Positive,Pending
ORD-1459,2025-06-17,Beauty,Product_35,Small Business,"Average product, nothing special.",3,-0.36,Neutral,Pending
ORD-1460,2025-07-07,Beauty,Product_28,Corporate,Will definitely buy again.,4,0.72,Positive,Replied
ORD-1461,2025-04-29,Electronics,Product_21,Small Business,Will definitely buy again.,5,0.84,Positive,Replied
ORD-1462,2025-11-14,Electronics,Product_31,Small Business,Broken on arrival.,1,-0.9,Negative,Replied
ORD-1463,2025-08-19,Sports,Product_45,Corporate,Perfect fit and great color.,5,0.95,Positive,Replied
ORD-1464,2025-04-02,Fashion,Product_14,Corporate,"Arrived on time, works as expected.",3,0.26,Neutral,Replied
ORD-1465,2025-12-22,Home & Kitchen,Product_12,Consumer,Very poor customer service.,1,-0.63,Negative,Pending
ORD-1466,2025-04-21,Sports,Product_6,Corporate,Broken on arrival.,1,-0.96,Negative,Pending
ORD-1467,2025-06-20,Beauty,Product_7,Consumer,Decent quality.,3,-0.15,Neutral,Replied
ORD-1468,2025-05-15,Electronics,Product_36,Consumer,Exceeded my expectations.,5,0.6,Positive,Replied
ORD-1469,2025-10-05,Beauty,Product_29,Small Business,Very poor customer service.,1,-0.56,Negative,Replied
ORD-1470,2025-10-25,Sports,Product_25,Corporate,"Average product, nothing special.",3,-0.06,Neutral,Replied
ORD-1471,2025-12-30,Sports,Product_22,Consumer,It's okay for the price.,3,0.11,Neutral,Replied
ORD-1472,2025-10-09,Beauty,Product_9,Consumer,"Amazing quality, fast shipping!",4,0.66,Positive,Replied
ORD-1473,2025-08-10,Electronics,Product_11,Corporate,Decent quality.,3,-0.07,Neutral,Replied
ORD-1474,2025-12-24,Home & Kitchen,Product_8,Corporate,Exceeded my expectations.,4,0.68,Positive,Pending
ORD-1475,2025-11-23,Fashion,Product_35,Corporate,Broken on arrival.,1,-0.56,Negative,Pending
ORD-1476,2025-12-17,Beauty,Product_31,Corporate,Decent quality.,3,-0.17,Neutral,Pending
ORD-1477,2025-01-10,Fashion,Product_19,Small Business,Exceeded my expectations.,4,0.7,Positive,Replied
ORD-1478,2025-07-20,Sports,Product_35,Small Business,Perfect fit and great color.,5,0.7,Positive,Replied
ORD-1479,2025-11-24,Electronics,Product_23,Consumer,Will definitely buy again.,4,0.94,Positive,Replied
ORD-1480,2025-03-03,Beauty,Product_23,Corporate,Very poor customer service.,1,-0.54,Negative,Pending
ORD-1481,2025-10-04,Electronics,Product_8,Consumer,Worst purchase ever.,2,-0.51,Negative,Pending
ORD-1482,2025-06-21,Beauty,Product_43,Small Business,Worst purchase ever.,2,-0.93,Negative,Pending
ORD-1483,2025-04-01,Home & Kitchen,Product_25,Corporate,It's okay for the price.,3,-0.17,Neutral,Replied
ORD-1484,2025-01-29,Electronics,Product_5,Corporate,Very poor customer service.,1,-0.99,Negative,Replied
ORD-1485,2025-09-17,Fashion,Product_39,Small Business,Broken on arrival.,2,-0.78,Negative,Replied
ORD-1486,2025-01-18,Home & Kitchen,Product_6,Consumer,Perfect fit and great color.,4,0.75,Positive,Replied
ORD-1487,2025-08-28,Fashion,Product_15,Consumer,Worst purchase ever.,2,-0.57,Negative,Replied
ORD-1488,2025-09-30,Sports,Product_44,Small Business,Very poor customer service.,1,-0.88,Negative,Pending
ORD-1489,2025-06-15,Sports,Product_40,Consumer,"Average product, nothing special.",3,-0.38,Neutral,Replied
ORD-1490,2025-11-07,Sports,Product_48,Small Business,Perfect fit and great color.,5,0.57,Positive,Replied
ORD-1491,2025-10-03,Fashion,Product_15,Corporate,Worst purchase ever.,1,-0.84,Negative,Pending
ORD-1492,2025-01-07,Home & Kitchen,Product_48,Small Business,It's okay for the price.,3,-0.27,Neutral,Replied
ORD-1493,2025-11-13,Sports,Product_26,Corporate,"Arrived on time, works as expected.",3,0.21,Neutral,Replied
ORD-1494,2025-09-07,Home & Kitchen,Product_46,Small Business,"Average product, nothing special.",3,-0.34,Neutral,Pending
ORD-1495,2025-11-15,Fashion,Product_33,Consumer,Decent quality.,3,0.31,Neutral,Pending
ORD-1496,2025-04-12,Fashion,Product_17,Consumer,Exceeded my expectations.,4,0.61,Positive,Pending
ORD-1497,2025-10-24,Beauty,Product_17,Small Business,"Average product, nothing special.",3,-0.26,Neutral,Pending
ORD-1498,2025-05-08,Home & Kitchen,Product_21,Consumer,Very poor customer service.,2,-0.77,Negative,Pending
ORD-1499,2025-04-30,Beauty,Product_29,Small Business,Very poor customer service.,1,-0.71,Negative,Pending
ORD-1500,2025-10-25,Fashion,Product_29,Small Business,"Amazing quality, fast shipping!",4,0.87,Positive,Replied
ORD-1501,2025-07-23,Beauty,Product_37,Small Business,"Average product, nothing special.",3,0.27,Neutral,Pending
ORD-1502,2025-02-05,Beauty,Product_33,Consumer,"Average product, nothing special.",3,-0.08,Neutral,Pending
ORD-1503,2025-01-29,Fashion,Product_38,Small Business,Very poor customer service.,2,-0.77,Negative,Replied
ORD-1504,2025-05-11,Home & Kitchen,Product_15,Consumer,Decent quality.,3,0.36,Neutral,Pending
ORD-1505,2025-08-17,Home & Kitchen,Product_32,Small Business,It's okay for the price.,3,-0.27,Neutral,Replied
ORD-1506,2025-02-25,Electronics,Product_50,Consumer,"Average product, nothing special.",3,0.3,Neutral,Pending
ORD-1507,2025-06-13,Beauty,Product_25,Small Business,"Arrived on time, works as expected.",3,0.26,Neutral,Pending
ORD-1508,2025-07-09,Beauty,Product_21,Consumer,Will definitely buy again.,4,0.57,Positive,Pending
ORD-1509,2025-12-30,Electronics,Product_50,Consumer,Decent quality.,3,0.0,Neutral,Pending
ORD-1510,2025-11-21,Home & Kitchen,Product_22,Corporate,Decent quality.,3,0.31,Neutral,Pending
ORD-1511,2025-04-09,Home & Kitchen,Product_19,Corporate,"Average product, nothing special.",3,-0.37,Neutral,Replied
ORD-1512,2025-07-07,Electronics,Product_47,Small Business,Worst purchase ever.,2,-0.59,Negative,Pending
ORD-1513,2025-01-16,Fashion,Product_6,Small Business,Does not match the description.,2,-0.88,Negative,Pending
ORD-1514,2025-07-16,Sports,Product_8,Corporate,Worst purchase ever.,1,-0.71,Negative,Replied
ORD-1515,2025-02-11,Sports,Product_34,Consumer,"Average product, nothing special.",3,0.32,Neutral,Replied
ORD-1516,2025-03-19,Home & Kitchen,Product_1,Consumer,Very poor customer service.,1,-0.6,Negative,Pending
ORD-1517,2025-08-06,Home & Kitchen,Product_4,Consumer,Broken on arrival.,1,-0.58,Negative,Pending
ORD-1518,2025-01-13,Beauty,Product_39,Small Business,Decent quality.,3,-0.31,Neutral,Replied
ORD-1519,2025-04-12,Fashion,Product_41,Small Business,Worst purchase ever.,1,-0.69,Negative,Replied
ORD-1520,2025-10-06,Beauty,Product_40,Small Business,It's okay for the price.,3,-0.09,Neutral,Pending
ORD-1521,2025-11-19,Home & Kitchen,Product_41,Small Business,"Arrived on time, works as expected.",3,0.1,Neutral,Replied
ORD-1522,2025-10-29,Sports,Product_21,Consumer,Perfect fit and great color.,5,0.82,Positive,Replied
ORD-1523,2025-10-14,Home & Kitchen,Product_12,Small Business,Broken on arrival.,1,-0.92,Negative,Replied
ORD-1524,2025-10-02,Fashion,Product_18,Consumer,Perfect fit and great color.,4,0.95,Positive,Pending
ORD-1525,2025-09-02,Sports,Product_23,Corporate,Exceeded my expectations.,5,0.64,Positive,Pending
ORD-1526,2025-04-17,Fashion,Product_29,Consumer,"Amazing quality, fast shipping!",5,0.89,Positive,Pending
ORD-1527,2025-12-18,Fashion,Product_44,Small Business,Decent quality.,3,-0.27,Neutral,Pending
ORD-1528,2025-04-01,Electronics,Product_6,Small Business,Very poor customer service.,2,-0.64,Negative,Pending
ORD-1529,2025-12-15,Fashion,Product_43,Consumer,"Arrived on time, works as expected.",3,-0.06,Neutral,Replied
ORD-1530,2025-07-13,Fashion,Product_47,Corporate,Exceeded my expectations.,5,0.86,Positive,Replied
ORD-1531,2025-01-28,Sports,Product_31,Corporate,Perfect fit and great color.,4,0.99,Positive,Pending
ORD-1532,2025-09-18,Fashion,Product_40,Consumer,It's okay for the price.,3,0.11,Neutral,Replied
ORD-1533,2025-09-06,Beauty,Product_49,Small Business,"Arrived on time, works as expected.",3,-0.11,Neutral,Replied
ORD-1534,2025-04-11,Home & Kitchen,Product_18,Small Business,"Arrived on time, works as expected.",3,0.19,Neutral,Replied
ORD-1535,2025-02-25,Beauty,Product_34,Consumer,It's okay for the price.,3,0.18,Neutral,Replied
ORD-1536,2025-01-18,Beauty,Product_46,Corporate,Does not match the description.,2,-0.57,Negative,Pending
ORD-1537,2025-09-22,Sports,Product_19,Small Business,It's okay for the price.,3,-0.02,Neutral,Pending
ORD-1538,2025-11-30,Beauty,Product_46,Small Business,Will definitely buy again.,4,0.8,Positive,Replied
ORD-1539,2025-09-05,Home & Kitchen,Product_20,Corporate,Very poor customer service.,2,-0.87,Negative,Pending
ORD-1540,2025-08-19,Home & Kitchen,Product_38,Consumer,"Arrived on time, works as expected.",3,0.35,Neutral,Pending
ORD-1541,2025-12-20,Beauty,Product_38,Small Business,Broken on arrival.,1,-0.62,Negative,Replied
ORD-1542,2025-10-23,Beauty,Product_34,Small Business,Will definitely buy again.,5,0.97,Positive,Replied
ORD-1543,2025-09-13,Home & Kitchen,Product_4,Consumer,Worst purchase ever.,1,-0.58,Negative,Pending
ORD-1544,2025-04-13,Fashion,Product_20,Consumer,Will definitely buy again.,4,0.84,Positive,Replied
ORD-1545,2025-08-06,Electronics,Product_34,Consumer,Does not match the description.,1,-0.62,Negative,Pending
ORD-1546,2025-05-16,Home & Kitchen,Product_25,Consumer,Broken on arrival.,1,-0.96,Negative,Replied
ORD-1547,2025-02-20,Beauty,Product_27,Consumer,"Arrived on time, works as expected.",3,-0.28,Neutral,Pending
ORD-1548,2025-12-14,Fashion,Product_11,Consumer,Decent quality.,3,0.22,Neutral,Pending
ORD-1549,2025-06-24,Electronics,Product_8,Corporate,"Amazing quality, fast shipping!",4,0.89,Positive,Pending
ORD-1550,2025-02-03,Home & Kitchen,Product_44,Corporate,Worst purchase ever.,2,-0.83,Negative,Replied
ORD-1551,2025-12-28,Home & Kitchen,Product_12,Corporate,Broken on arrival.,2,-0.57,Negative,Pending
ORD-1552,2025-01-24,Electronics,Product_16,Consumer,Perfect fit and great color.,4,0.65,Positive,Pending
ORD-1553,2025-09-11,Electronics,Product_14,Small Business,Exceeded my expectations.,5,0.56,Positive,Pending
ORD-1554,2025-05-05,Home & Kitchen,Product_12,Consumer,Exceeded my expectations.,4,0.93,Positive,Pending
ORD-1555,2025-01-27,Home & Kitchen,Product_37,Small Business,"Average product, nothing special.",3,0.06,Neutral,Pending
ORD-1556,2025-09-27,Fashion,Product_6,Small Business,Decent quality.,3,0.01,Neutral,Pending
ORD-1557,2025-03-11,Beauty,Product_20,Small Business,It's okay for the price.,3,0.15,Neutral,Replied
ORD-1558,2025-09-29,Fashion,Product_33,Corporate,Worst purchase ever.,1,-0.53,Negative,Pending
ORD-1559,2025-12-03,Home & Kitchen,Product_18,Small Business,Does not match the description.,2,-0.91,Negative,Replied
ORD-1560,2025-08-01,Sports,Product_13,Consumer,Perfect fit and great color.,4,0.66,Positive,Replied
ORD-1561,2025-04-03,Beauty,Product_9,Consumer,Decent quality.,3,-0.35,Neutral,Replied
ORD-1562,2025-10-04,Home & Kitchen,Product_9,Corporate,Exceeded my expectations.,5,0.8,Positive,Replied
ORD-1563,2025-02-16,Home & Kitchen,Product_41,Corporate,"Amazing quality, fast shipping!",4,0.62,Positive,Replied
ORD-1564,2025-06-09,Beauty,Product_31,Corporate,"Amazing quality, fast shipping!",4,0.79,Positive,Pending
ORD-1565,2025-01-04,Home & Kitchen,Product_9,Corporate,Exceeded my expectations.,5,0.55,Positive,Pending
ORD-1566,2025-07-08,Beauty,Product_47,Corporate,"Average product, nothing special.",3,-0.17,Neutral,Replied
ORD-1567,2025-01-14,Fashion,Product_40,Corporate,Exceeded my expectations.,4,0.86,Positive,Replied
ORD-1568,2025-12-08,Home & Kitchen,Product_43,Consumer,Exceeded my expectations.,5,0.55,Positive,Replied
ORD-1569,2025-10-06,Home & Kitchen,Product_3,Small Business,Worst purchase ever.,2,-0.96,Negative,Pending
ORD-1570,2025-09-24,Home & Kitchen,Product_25,Corporate,Very poor customer service.,2,-0.71,Negative,Pending
ORD-1571,2025-04-02,Home & Kitchen,Product_43,Small Business,Does not match the description.,2,-0.56,Negative,Pending
ORD-1572,2025-04-11,Beauty,Product_41,Corporate,"Amazing quality, fast shipping!",4,0.78,Positive,Pending
ORD-1573,2025-07-23,Home & Kitchen,Product_28,Small Business,Very poor customer service.,1,-0.7,Negative,Pending
ORD-1574,2025-12-27,Electronics,Product_8,Consumer,Will definitely buy again.,5,0.68,Positive,Replied
ORD-1575,2025-06-24,Home & Kitchen,Product_37,Consumer,Broken on arrival.,1,-0.92,Negative,Pending
ORD-1576,2025-01-26,Sports,Product_47,Corporate,Does not match the description.,2,-0.57,Negative,Pending
ORD-1577,2025-06-25,Beauty,Product_32,Small Business,Will definitely buy again.,4,0.52,Positive,Pending
ORD-1578,2025-03-31,Fashion,Product_12,Corporate,It's okay for the price.,3,0.11,Neutral,Pending
ORD-1579,2025-07-09,Fashion,Product_14,Consumer,Very poor customer service.,1,-0.97,Negative,Pending
ORD-1580,2025-10-19,Home & Kitchen,Product_47,Consumer,Broken on arrival.,1,-0.55,Negative,Pending
ORD-1581,2025-02-02,Electronics,Product_49,Corporate,Exceeded my expectations.,4,0.66,Positive,Pending
ORD-1582,2025-10-03,Beauty,Product_50,Consumer,Broken on arrival.,2,-0.7,Negative,Pending
ORD-1583,2025-12-19,Beauty,Product_43,Consumer,Does not match the description.,1,-0.55,Negative,Pending
ORD-1584,2025-04-28,Fashion,Product_8,Consumer,Exceeded my expectations.,4,0.75,Positive,Replied
ORD-1585,2025-04-24,Home & Kitchen,Product_26,Consumer,"Arrived on time, works as expected.",3,0.37,Neutral,Replied
ORD-1586,2025-09-22,Home & Kitchen,Product_49,Corporate,"Arrived on time, works as expected.",3,-0.3,Neutral,Pending
ORD-1587,2025-08-14,Beauty,Product_21,Consumer,"Arrived on time, works as expected.",3,-0.12,Neutral,Replied
ORD-1588,2025-08-23,Fashion,Product_17,Corporate,Perfect fit and great color.,5,0.89,Positive,Replied
ORD-1589,2025-01-12,Electronics,Product_44,Consumer,"Average product, nothing special.",3,-0.22,Neutral,Replied
ORD-1590,2025-09-27,Home & Kitchen,Product_44,Consumer,Perfect fit and great color.,4,0.91,Positive,Pending
ORD-1591,2025-12-08,Fashion,Product_5,Consumer,Perfect fit and great color.,4,0.79,Positive,Pending
ORD-1592,2025-08-31,Sports,Product_44,Small Business,"Average product, nothing special.",3,0.27,Neutral,Pending
ORD-1593,2025-05-09,Home & Kitchen,Product_31,Small Business,"Amazing quality, fast shipping!",5,0.9,Positive,Pending
ORD-1594,2025-05-16,Fashion,Product_26,Consumer,"Average product, nothing special.",3,-0.06,Neutral,Replied
ORD-1595,2025-12-04,Electronics,Product_13,Small Business,"Amazing quality, fast shipping!",5,0.77,Positive,Pending
ORD-1596,2025-06-10,Fashion,Product_5,Small Business,Broken on arrival.,2,-0.87,Negative,Pending
ORD-1597,2025-03-25,Beauty,Product_5,Corporate,Exceeded my expectations.,4,0.64,Positive,Replied
ORD-1598,2025-06-18,Electronics,Product_11,Consumer,Does not match the description.,1,-0.83,Negative,Replied
ORD-1599,2025-03-17,Sports,Product_36,Small Business,Broken on arrival.,1,-0.94,Negative,Replied
ORD-1600,2025-11-05,Home & Kitchen,Product_48,Corporate,"Average product, nothing special.",3,0.37,Neutral,Pending
ORD-1601,2025-05-10,Sports,Product_44,Corporate,"Arrived on time, works as expected.",3,0.25,Neutral,Pending
ORD-1602,2025-03-31,Electronics,Product_33,Corporate,"Average product, nothing special.",3,-0.14,Neutral,Replied
ORD-1603,2025-03-03,Electronics,Product_23,Small Business,"Amazing quality, fast shipping!",5,0.99,Positive,Pending
ORD-1604,2025-11-28,Electronics,Product_12,Small Business,Broken on arrival.,1,-0.84,Negative,Replied
ORD-1605,2025-09-02,Beauty,Product_3,Corporate,"Arrived on time, works as expected.",3,0.19,Neutral,Replied
ORD-1606,2025-10-25,Sports,Product_24,Small Business,Broken on arrival.,1,-0.55,Negative,Replied
ORD-1607,2025-02-17,Fashion,Product_11,Consumer,Exceeded my expectations.,5,0.69,Positive,Pending
ORD-1608,2025-11-13,Beauty,Product_33,Small Business,Decent quality.,3,-0.24,Neutral,Replied
ORD-1609,2025-11-11,Beauty,Product_15,Small Business,"Amazing quality, fast shipping!",4,0.81,Positive,Pending
ORD-1610,2025-04-11,Beauty,Product_43,Corporate,It's okay for the price.,3,0.32,Neutral,Replied
ORD-1611,2025-04-07,Sports,Product_48,Small Business,Worst purchase ever.,1,-0.54,Negative,Replied
ORD-1612,2025-05-12,Sports,Product_2,Corporate,Broken on arrival.,2,-0.74,Negative,Pending
ORD-1613,2025-10-18,Home & Kitchen,Product_5,Small Business,Decent quality.,3,-0.07,Neutral,Replied
ORD-1614,2025-12-02,Sports,Product_10,Corporate,It's okay for the price.,3,0.01,Neutral,Replied
ORD-1615,2025-05-20,Electronics,Product_23,Corporate,"Average product, nothing special.",3,-0.26,Neutral,Pending
ORD-1616,2025-09-09,Beauty,Product_1,Small Business,Will definitely buy again.,4,0.92,Positive,Pending
ORD-1617,2025-12-29,Home & Kitchen,Product_31,Corporate,"Average product, nothing special.",3,-0.07,Neutral,Replied
ORD-1618,2025-03-27,Electronics,Product_17,Corporate,Worst purchase ever.,2,-0.6,Negative,Pending
ORD-1619,2025-08-07,Home & Kitchen,Product_35,Small Business,Worst purchase ever.,2,-0.62,Negative,Pending
ORD-1620,2025-11-18,Home & Kitchen,Product_38,Small Business,"Arrived on time, works as expected.",3,-0.36,Neutral,Replied
ORD-1621,2025-01-13,Home & Kitchen,Product_48,Consumer,"Average product, nothing special.",3,0.19,Neutral,Replied
ORD-1622,2025-11-17,Home & Kitchen,Product_49,Corporate,Very poor customer service.,1,-0.56,Negative,Replied
ORD-1623,2025-03-16,Home & Kitchen,Product_22,Corporate,It's okay for the price.,3,0.07,Neutral,Replied
ORD-1624,2025-06-18,Sports,Product_30,Corporate,Worst purchase ever.,1,-0.64,Negative,Pending
ORD-1625,2025-04-05,Fashion,Product_15,Small Business,"Arrived on time, works as expected.",3,0.28,Neutral,Pending
ORD-1626,2025-06-07,Fashion,Product_31,Small Business,"Arrived on time, works as expected.",3,-0.31,Neutral,Replied
ORD-1627,2025-11-10,Fashion,Product_38,Small Business,Worst purchase ever.,2,-0.55,Negative,Pending
ORD-1628,2025-05-19,Home & Kitchen,Product_35,Consumer,Very poor customer service.,1,-0.72,Negative,Replied
ORD-1629,2025-07-02,Sports,Product_39,Small Business,"Average product, nothing special.",3,0.11,Neutral,Replied
ORD-1630,2025-09-25,Fashion,Product_4,Small Business,Does not match the description.,1,-0.77,Negative,Pending
ORD-1631,2025-09-13,Sports,Product_46,Corporate,Broken on arrival.,1,-0.7,Negative,Replied
ORD-1632,2025-05-14,Beauty,Product_47,Small Business,Exceeded my expectations.,5,0.71,Positive,Replied
ORD-1633,2025-04-06,Beauty,Product_37,Small Business,Very poor customer service.,1,-0.78,Negative,Pending
ORD-1634,2026-01-01,Beauty,Product_39,Corporate,Does not match the description.,1,-0.9,Negative,Replied
ORD-1635,2025-07-07,Home & Kitchen,Product_24,Small Business,"Amazing quality, fast shipping!",4,0.89,Positive,Pending
ORD-1636,2025-01-06,Electronics,Product_19,Small Business,Will definitely buy again.,5,0.86,Positive,Pending
ORD-1637,2025-08-31,Fashion,Product_44,Small Business,Broken on arrival.,2,-0.68,Negative,Pending
ORD-1638,2025-11-22,Sports,Product_12,Consumer,Worst purchase ever.,1,-0.62,Negative,Pending
ORD-1639,2025-03-02,Beauty,Product_6,Small Business,Very poor customer service.,1,-0.55,Negative,Pending
ORD-1640,2025-11-20,Home & Kitchen,Product_20,Consumer,Broken on arrival.,1,-0.51,Negative,Replied
ORD-1641,2025-02-27,Fashion,Product_47,Consumer,"Average product, nothing special.",3,-0.1,Neutral,Pending
ORD-1642,2025-07-01,Fashion,Product_25,Small Business,"Amazing quality, fast shipping!",5,0.95,Positive,Pending
ORD-1643,2025-05-27,Home & Kitchen,Product_33,Corporate,"Average product, nothing special.",3,0.22,Neutral,Replied
ORD-1644,2025-02-27,Electronics,Product_40,Small Business,"Average product, nothing special.",3,0.12,Neutral,Replied
ORD-1645,2025-05-17,Sports,Product_50,Consumer,Decent quality.,3,0.16,Neutral,Pending
ORD-1646,2025-07-31,Fashion,Product_44,Consumer,Does not match the description.,1,-0.96,Negative,Replied
ORD-1647,2025-04-27,Home & Kitchen,Product_37,Small Business,It's okay for the price.,3,0.27,Neutral,Replied
ORD-1648,2025-04-04,Beauty,Product_20,Corporate,Does not match the description.,2,-0.84,Negative,Replied
ORD-1649,2025-09-24,Home & Kitchen,Product_9,Consumer,Will definitely buy again.,4,0.81,Positive,Replied
ORD-1650,2025-08-01,Beauty,Product_39,Corporate,"Arrived on time, works as expected.",3,-0.17,Neutral,Pending
ORD-1651,2025-05-24,Beauty,Product_30,Consumer,Perfect fit and great color.,4,0.79,Positive,Replied
ORD-1652,2025-05-28,Beauty,Product_30,Consumer,"Average product, nothing special.",3,-0.16,Neutral,Replied
ORD-1653,2025-07-20,Electronics,Product_17,Consumer,Very poor customer service.,2,-0.91,Negative,Pending
ORD-1654,2025-12-04,Home & Kitchen,Product_34,Corporate,"Average product, nothing special.",3,0.07,Neutral,Pending
ORD-1655,2025-04-15,Fashion,Product_45,Small Business,"Arrived on time, works as expected.",3,0.37,Neutral,Pending
ORD-1656,2025-05-22,Home & Kitchen,Product_44,Corporate,"Amazing quality, fast shipping!",4,0.57,Positive,Replied
ORD-1657,2025-07-29,Home & Kitchen,Product_16,Consumer,Broken on arrival.,2,-0.81,Negative,Replied
ORD-1658,2025-01-25,Fashion,Product_37,Consumer,Exceeded my expectations.,5,0.76,Positive,Replied
ORD-1659,2025-11-15,Sports,Product_45,Small Business,Perfect fit and great color.,4,0.71,Positive,Pending
ORD-1660,2025-11-10,Fashion,Product_28,Consumer,Decent quality.,3,0.01,Neutral,Replied
ORD-1661,2025-12-05,Electronics,Product_3,Corporate,"Average product, nothing special.",3,-0.11,Neutral,Replied
ORD-1662,2025-06-08,Sports,Product_8,Corporate,"Amazing quality, fast shipping!",5,0.7,Positive,Replied
ORD-1663,2025-09-10,Sports,Product_3,Small Business,Decent quality.,3,0.18,Neutral,Replied
ORD-1664,2025-03-20,Beauty,Product_15,Consumer,Broken on arrival.,2,-0.66,Negative,Replied
ORD-1665,2025-08-25,Sports,Product_43,Corporate,Decent quality.,3,-0.32,Neutral,Replied
ORD-1666,2025-06-12,Fashion,Product_31,Small Business,Decent quality.,3,0.1,Neutral,Pending
ORD-1667,2025-09-10,Electronics,Product_50,Consumer,Exceeded my expectations.,5,0.6,Positive,Pending
ORD-1668,2025-04-19,Home & Kitchen,Product_30,Consumer,Will definitely buy again.,5,0.72,Positive,Replied
ORD-1669,2025-03-30,Fashion,Product_4,Small Business,"Average product, nothing special.",3,0.3,Neutral,Pending
ORD-1670,2025-11-02,Fashion,Product_38,Consumer,Exceeded my expectations.,4,0.93,Positive,Pending
ORD-1671,2025-10-09,Home & Kitchen,Product_16,Consumer,Will definitely buy again.,4,0.59,Positive,Pending
ORD-1672,2025-03-01,Sports,Product_13,Corporate,Exceeded my expectations.,5,0.71,Positive,Pending
ORD-1673,2025-02-03,Fashion,Product_47,Small Business,"Amazing quality, fast shipping!",4,0.71,Positive,Replied
ORD-1674,2025-06-08,Sports,Product_21,Small Business,Does not match the description.,2,-0.98,Negative,Pending
ORD-1675,2025-02-18,Sports,Product_26,Consumer,Worst purchase ever.,2,-0.87,Negative,Replied
ORD-1676,2025-04-26,Sports,Product_49,Consumer,Will definitely buy again.,5,0.79,Positive,Replied
ORD-1677,2025-11-16,Sports,Product_15,Small Business,Decent quality.,3,0.23,Neutral,Replied
ORD-1678,2025-08-01,Beauty,Product_48,Corporate,Perfect fit and great color.,4,0.72,Positive,Pending
ORD-1679,2025-10-22,Sports,Product_9,Consumer,Will definitely buy again.,4,0.53,Positive,Replied
ORD-1680,2025-02-04,Sports,Product_19,Small Business,Perfect fit and great color.,5,0.69,Positive,Replied
ORD-1681,2025-08-28,Fashion,Product_18,Corporate,"Average product, nothing special.",3,0.12,Neutral,Pending
ORD-1682,2025-03-12,Fashion,Product_34,Corporate,Perfect fit and great color.,4,0.72,Positive,Replied
ORD-1683,2025-04-16,Electronics,Product_16,Consumer,Decent quality.,3,-0.32,Neutral,Replied
ORD-1684,2025-07-30,Electronics,Product_27,Corporate,Broken on arrival.,1,-0.96,Negative,Replied
ORD-1685,2025-08-16,Sports,Product_34,Corporate,Decent quality.,3,0.22,Neutral,Pending
ORD-1686,2025-09-25,Electronics,Product_6,Consumer,Will definitely buy again.,4,0.65,Positive,Pending
ORD-1687,2025-09-01,Beauty,Product_50,Corporate,It's okay for the price.,3,-0.17,Neutral,Replied
